date,access_method,referrer_type,pageviews
2017-03-18,mobile web,internal,1747288
2017-03-18,mobile web,none,2957724
2017-03-19,desktop,external,113546
2017-03-19,desktop,external (search engine),2612509
2017-03-19,desktop,internal,2204942
2017-03-19,desktop,none,926037
2017-03-19,mobile app,none,585138
2017-03-19,mobile web,external,46863
2017-03-19,mobile web,external (search engine),5698063
2017-03-19,mobile web,internal,2031772
2017-03-19,mobile web,none,3251060
2017-03-20,desktop,external,132131
2017-03-20,desktop,external (search engine),3697179
2017-03-20,desktop,internal,2686971
2017-03-20,desktop,none,1110378
2017-03-20,mobile app,none,462341
2017-03-20,mobile web,external,43905
2017-03-20,mobile web,external (search engine),4849807
2017-03-20,mobile web,internal,1685985
2017-03-20,mobile web,none,2859820
2017-03-21,desktop,external,143221
2017-03-21,desktop,external (search engine),3666773
2017-03-21,desktop,internal,2748185
2017-03-21,desktop,none,1071378
2017-03-21,mobile app,none,441813
2017-03-21,mobile web,external,42597
2017-03-21,mobile web,external (search engine),4948787
2017-03-21,mobile web,internal,1694342
2017-03-21,mobile web,none,2919724
2017-03-22,desktop,external,134160
2017-03-22,desktop,external (search engine),3611942
2017-03-22,desktop,internal,2566062
2017-03-22,desktop,none,1083576
2017-03-22,mobile app,none,399778
2017-03-22,mobile web,external,42064
2017-03-22,mobile web,external (search engine),4882841
2017-03-22,mobile web,internal,1673565
2017-03-22,mobile web,none,2825496
2017-03-23,desktop,external,141037
2017-03-23,desktop,external (search engine),3634947
2017-03-23,desktop,internal,2559695
2017-03-23,desktop,none,1119404
2017-03-23,mobile app,none,390435
2017-03-23,mobile web,external,45837
2017-03-23,mobile web,external (search engine),5030708
2017-03-23,mobile web,internal,1675092
2017-03-23,mobile web,none,2862057
2017-03-24,desktop,external,135070
2017-03-24,desktop,external (search engine),3259081
2017-03-24,desktop,internal,2425522
2017-03-24,desktop,none,1092388
2017-03-24,mobile app,none,337752
2017-03-24,mobile web,external,45315
2017-03-24,mobile web,external (search engine),4718262
2017-03-24,mobile web,internal,1573597
2017-03-24,mobile web,none,2749224
2017-03-25,desktop,external,99106
2017-03-25,desktop,external (search engine),2376614
2017-03-25,desktop,internal,1862545
2017-03-25,desktop,none,1026907
2017-03-25,mobile app,none,382978
2017-03-25,mobile web,external,45498
2017-03-25,mobile web,external (search engine),4987796
2017-03-25,mobile web,internal,1732706
2017-03-25,mobile web,none,2923630
2017-03-26,desktop,external,111602
2017-03-26,desktop,external (search engine),2655820
2017-03-26,desktop,internal,2145192
2017-03-26,desktop,none,1038377
2017-03-26,mobile app,none,448371
2017-03-26,mobile web,external,65985
2017-03-26,mobile web,external (search engine),5948006
2017-03-26,mobile web,internal,2104993
2017-03-26,mobile web,none,3467088
2017-03-27,desktop,external,127200
2017-03-27,desktop,external (search engine),3677437
2017-03-27,desktop,internal,2720872
2017-03-27,desktop,none,1140650
2017-03-27,mobile app,none,347902
2017-03-27,mobile web,external,51012
2017-03-27,mobile web,external (search engine),4986082
2017-03-27,mobile web,internal,1706944
2017-03-27,mobile web,none,2912447
2017-03-28,desktop,external,117211
2017-03-28,desktop,external (search engine),3538089
2017-03-28,desktop,internal,2534525
2017-03-28,desktop,none,1006196
2017-03-28,mobile app,none,351447
2017-03-28,mobile web,external,43964
2017-03-28,mobile web,external (search engine),4847507
2017-03-28,mobile web,internal,1624474
2017-03-28,mobile web,none,2797257
2017-03-29,desktop,external,117779
2017-03-29,desktop,external (search engine),3464322
2017-03-29,desktop,internal,2479102
2017-03-29,desktop,none,1089865
2017-03-29,mobile app,none,325824
2017-03-29,mobile web,external,40348
2017-03-29,mobile web,external (search engine),4688870
2017-03-29,mobile web,internal,1559958
2017-03-29,mobile web,none,2772024
2017-03-30,desktop,external,126702
2017-03-30,desktop,external (search engine),3378661
2017-03-30,desktop,internal,2314206
2017-03-30,desktop,none,1088642
2017-03-30,mobile app,none,324818
2017-03-30,mobile web,external,38977
2017-03-30,mobile web,external (search engine),4702089
2017-03-30,mobile web,internal,1544658
2017-03-30,mobile web,none,2741271
2017-03-31,desktop,external,109018
2017-03-31,desktop,external (search engine),3077072
2017-03-31,desktop,internal,2302932
2017-03-31,desktop,none,986228
2017-03-31,mobile app,none,315482
2017-03-31,mobile web,external,39938
2017-03-31,mobile web,external (search engine),4588496
2017-03-31,mobile web,internal,1483681
2017-03-31,mobile web,none,2665496
2017-04-01,desktop,external,102797
2017-04-01,desktop,external (search engine),2338773
2017-04-01,desktop,internal,2218148
2017-04-01,desktop,none,1192319
2017-04-01,mobile app,none,358188
2017-04-01,mobile web,external,59372
2017-04-01,mobile web,external (search engine),5060416
2017-04-01,mobile web,internal,1689785
2017-04-01,mobile web,none,2944591
2017-04-02,desktop,external,117011
2017-04-02,desktop,external (search engine),2779962
2017-04-02,desktop,internal,2320161
2017-04-02,desktop,none,1273059
2017-04-02,mobile app,none,441844
2017-04-02,mobile web,external,75587
2017-04-02,mobile web,external (search engine),6061281
2017-04-02,mobile web,internal,2096324
2017-04-02,mobile web,none,3353224
2017-04-03,desktop,external,124142
2017-04-03,desktop,external (search engine),3575645
2017-04-03,desktop,internal,2522690
2017-04-03,desktop,none,1004388
2017-04-03,mobile app,none,333055
2017-04-03,mobile web,external,46266
2017-04-03,mobile web,external (search engine),4940117
2017-04-03,mobile web,internal,1620365
2017-04-03,mobile web,none,2785146
2017-04-04,desktop,external,115792
2017-04-04,desktop,external (search engine),3515485
2017-04-04,desktop,internal,2518559
2017-04-04,desktop,none,1110053
2017-04-04,mobile app,none,327360
2017-04-04,mobile web,external,42303
2017-04-04,mobile web,external (search engine),4967201
2017-04-04,mobile web,internal,1620023
2017-04-04,mobile web,none,2720995
2017-04-05,desktop,external,117827
2017-04-05,desktop,external (search engine),3473855
2017-04-05,desktop,internal,2371095
2017-04-05,desktop,none,1109710
2017-04-05,mobile app,none,316543
2017-04-05,mobile web,external,42651
2017-04-05,mobile web,external (search engine),4841820
2017-04-05,mobile web,internal,1516677
2017-04-05,mobile web,none,2671548
2017-04-06,desktop,external,131299
2017-04-06,desktop,external (search engine),3389813
2017-04-06,desktop,internal,2347840
2017-04-06,desktop,none,1114338
2017-04-06,mobile app,none,318649
2017-04-06,mobile web,external,43241
2017-04-06,mobile web,external (search engine),4880023
2017-04-06,mobile web,internal,1571560
2017-04-06,mobile web,none,2657215
2017-04-07,desktop,external,107316
2017-04-07,desktop,external (search engine),3105137
2017-04-07,desktop,internal,2358062
2017-04-07,desktop,none,1354536
2017-04-07,mobile app,none,307900
2017-04-07,mobile web,external,41549
2017-04-07,mobile web,external (search engine),4715140
2017-04-07,mobile web,internal,1504344
2017-04-07,mobile web,none,2671504
2017-04-08,desktop,external,93074
2017-04-08,desktop,external (search engine),2212018
2017-04-08,desktop,internal,1895138
2017-04-08,desktop,none,1428382
2017-04-08,mobile app,none,340353
2017-04-08,mobile web,external,41747
2017-04-08,mobile web,external (search engine),4749093
2017-04-08,mobile web,internal,1603969
2017-04-08,mobile web,none,2873329
2017-04-09,desktop,external,95805
2017-04-09,desktop,external (search engine),2401463
2017-04-09,desktop,internal,1980734
2017-04-09,desktop,none,1850882
2017-04-09,mobile app,none,400286
2017-04-09,mobile web,external,49282
2017-04-09,mobile web,external (search engine),5451678
2017-04-09,mobile web,internal,1872428
2017-04-09,mobile web,none,3451124
2017-04-10,desktop,external,124681
2017-04-10,desktop,external (search engine),3462468
2017-04-10,desktop,internal,2522617
2017-04-10,desktop,none,1953101
2017-04-10,mobile app,none,327851
2017-04-10,mobile web,external,40051
2017-04-10,mobile web,external (search engine),4809352
2017-04-10,mobile web,internal,1599924
2017-04-10,mobile web,none,2991817
2017-04-11,desktop,external,122889
2017-04-11,desktop,external (search engine),3297734
2017-04-11,desktop,internal,2662366
2017-04-11,desktop,none,1567068
2017-04-11,mobile app,none,315286
2017-04-11,mobile web,external,41681
2017-04-11,mobile web,external (search engine),4818125
2017-04-11,mobile web,internal,1546622
2017-04-11,mobile web,none,2821020
2017-04-12,desktop,external,109995
2017-04-12,desktop,external (search engine),2977983
2017-04-12,desktop,internal,2243856
2017-04-12,desktop,none,1254677
2017-04-12,mobile app,none,303747
2017-04-12,mobile web,external,44677
2017-04-12,mobile web,external (search engine),4382074
2017-04-12,mobile web,internal,1448109
2017-04-12,mobile web,none,2575061
2017-04-13,desktop,external,103640
2017-04-13,desktop,external (search engine),3012874
2017-04-13,desktop,internal,2359268
2017-04-13,desktop,none,1133025
2017-04-13,mobile app,none,320976
2017-04-13,mobile web,external,49737
2017-04-13,mobile web,external (search engine),4491784
2017-04-13,mobile web,internal,1601978
2017-04-13,mobile web,none,2633736
2017-04-14,desktop,external,97477
2017-04-14,desktop,external (search engine),2789887
2017-04-14,desktop,internal,2242123
2017-04-14,desktop,none,1011038
2017-04-14,mobile app,none,345937
2017-04-14,mobile web,external,51603
2017-04-14,mobile web,external (search engine),4621537
2017-04-14,mobile web,internal,1676178
2017-04-14,mobile web,none,2680582
2017-04-15,desktop,external,84798
2017-04-15,desktop,external (search engine),2066034
2017-04-15,desktop,internal,1930699
2017-04-15,desktop,none,1022588
2017-04-15,mobile app,none,374854
2017-04-15,mobile web,external,54276
2017-04-15,mobile web,external (search engine),5032837
2017-04-15,mobile web,internal,1774781
2017-04-15,mobile web,none,2811559
2017-04-16,desktop,external,73308
2017-04-16,desktop,external (search engine),1805479
2017-04-16,desktop,internal,1614729
2017-04-16,desktop,none,947949
2017-04-16,mobile app,none,451157
2017-04-16,mobile web,external,66171
2017-04-16,mobile web,external (search engine),5878587
2017-04-16,mobile web,internal,2107663
2017-04-16,mobile web,none,3095903
2017-04-17,desktop,external,109368
2017-04-17,desktop,external (search engine),2172663
2017-04-17,desktop,internal,1837730
2017-04-17,desktop,none,1101825
2017-04-17,mobile app,none,418547
2017-04-17,mobile web,external,58025
2017-04-17,mobile web,external (search engine),5409212
2017-04-17,mobile web,internal,2061967
2017-04-17,mobile web,none,3093983
2017-04-18,desktop,external,145804
2017-04-18,desktop,external (search engine),3929988
2017-04-18,desktop,internal,2893732
2017-04-18,desktop,none,1113727
2017-04-18,mobile app,none,385056
2017-04-18,mobile web,external,60774
2017-04-18,mobile web,external (search engine),5448826
2017-04-18,mobile web,internal,1999847
2017-04-18,mobile web,none,3068201
2017-04-19,desktop,external,125197
2017-04-19,desktop,external (search engine),3597413
2017-04-19,desktop,internal,2583471
2017-04-19,desktop,none,1095900
2017-04-19,mobile app,none,332813
2017-04-19,mobile web,external,69302
2017-04-19,mobile web,external (search engine),5092754
2017-04-19,mobile web,internal,1730315
2017-04-19,mobile web,none,2790828
2017-04-20,desktop,external,115513
2017-04-20,desktop,external (search engine),3555498
2017-04-20,desktop,internal,2496241
2017-04-20,desktop,none,1060496
2017-04-20,mobile app,none,328351
2017-04-20,mobile web,external,56490
2017-04-20,mobile web,external (search engine),5068315
2017-04-20,mobile web,internal,1686333
2017-04-20,mobile web,none,2714268
2017-04-21,desktop,external,138878
2017-04-21,desktop,external (search engine),3172623
2017-04-21,desktop,internal,2378886
2017-04-21,desktop,none,960488
2017-04-21,mobile app,none,313143
2017-04-21,mobile web,external,55325
2017-04-21,mobile web,external (search engine),4713292
2017-04-21,mobile web,internal,1580123
2017-04-21,mobile web,none,2588433
2017-04-22,desktop,external,92998
2017-04-22,desktop,external (search engine),2259552
2017-04-22,desktop,internal,1929678
2017-04-22,desktop,none,874405
2017-04-22,mobile app,none,359510
2017-04-22,mobile web,external,61373
2017-04-22,mobile web,external (search engine),4984704
2017-04-22,mobile web,internal,1740310
2017-04-22,mobile web,none,2786614
2017-04-23,desktop,external,91036
2017-04-23,desktop,external (search engine),2403931
2017-04-23,desktop,internal,2007643
2017-04-23,desktop,none,967894
2017-04-23,mobile app,none,422360
2017-04-23,mobile web,external,73968
2017-04-23,mobile web,external (search engine),5788175
2017-04-23,mobile web,internal,2076079
2017-04-23,mobile web,none,3159210
2017-04-24,desktop,external,115826
2017-04-24,desktop,external (search engine),3237323
2017-04-24,desktop,internal,2400733
2017-04-24,desktop,none,942702
2017-04-24,mobile app,none,389635
2017-04-24,mobile web,external,80092
2017-04-24,mobile web,external (search engine),5401031
2017-04-24,mobile web,internal,1907027
2017-04-24,mobile web,none,2930814
2017-04-25,desktop,external,105647
2017-04-25,desktop,external (search engine),3037721
2017-04-25,desktop,internal,2278969
2017-04-25,desktop,none,1033092
2017-04-25,mobile app,none,457003
2017-04-25,mobile web,external,100092
2017-04-25,mobile web,external (search engine),6346763
2017-04-25,mobile web,internal,2273643
2017-04-25,mobile web,none,3360277
2017-04-26,desktop,external,128436
2017-04-26,desktop,external (search engine),3877711
2017-04-26,desktop,internal,2614083
2017-04-26,desktop,none,1120846
2017-04-26,mobile app,none,352366
2017-04-26,mobile web,external,69530
2017-04-26,mobile web,external (search engine),5252009
2017-04-26,mobile web,internal,1815248
2017-04-26,mobile web,none,2894942
2017-04-27,desktop,external,126493
2017-04-27,desktop,external (search engine),3650289
2017-04-27,desktop,internal,2402146
2017-04-27,desktop,none,1155676
2017-04-27,mobile app,none,343327
2017-04-27,mobile web,external,60490
2017-04-27,mobile web,external (search engine),5219533
2017-04-27,mobile web,internal,1774651
2017-04-27,mobile web,none,2883855
2017-04-28,desktop,external,107255
2017-04-28,desktop,external (search engine),3205190
2017-04-28,desktop,internal,2278316
2017-04-28,desktop,none,895144
2017-04-28,mobile app,none,326664
2017-04-28,mobile web,external,61835
2017-04-28,mobile web,external (search engine),4838570
2017-04-28,mobile web,internal,1644835
2017-04-28,mobile web,none,2650193
2017-04-29,desktop,external,89809
2017-04-29,desktop,external (search engine),2319799
2017-04-29,desktop,internal,1940661
2017-04-29,desktop,none,988238
2017-04-29,mobile app,none,355514
2017-04-29,mobile web,external,60573
2017-04-29,mobile web,external (search engine),4979984
2017-04-29,mobile web,internal,1764533
2017-04-29,mobile web,none,2881130
2017-04-30,desktop,external,89880
2017-04-30,desktop,external (search engine),2292647
2017-04-30,desktop,internal,1882562
2017-04-30,desktop,none,840197
2017-04-30,mobile app,none,387795
2017-04-30,mobile web,external,64293
2017-04-30,mobile web,external (search engine),5436428
2017-04-30,mobile web,internal,1945531
2017-04-30,mobile web,none,3001795
2017-05-01,desktop,external,108651
2017-05-01,desktop,external (search engine),3062647
2017-05-01,desktop,internal,2298050
2017-05-01,desktop,none,983441
2017-05-01,mobile app,none,460324
2017-05-01,mobile web,external,73446
2017-05-01,mobile web,external (search engine),6210537
2017-05-01,mobile web,internal,2347873
2017-05-01,mobile web,none,3399473
2017-05-02,desktop,external,122557
2017-05-02,desktop,external (search engine),3636061
2017-05-02,desktop,internal,2627713
2017-05-02,desktop,none,1045676
2017-05-02,mobile app,none,344996
2017-05-02,mobile web,external,67520
2017-05-02,mobile web,external (search engine),5001468
2017-05-02,mobile web,internal,1722975
2017-05-02,mobile web,none,2797868
2017-05-03,desktop,external,124367
2017-05-03,desktop,external (search engine),3550777
2017-05-03,desktop,internal,2436511
2017-05-03,desktop,none,1041082
2017-05-03,mobile app,none,337830
2017-05-03,mobile web,external,66529
2017-05-03,mobile web,external (search engine),5094797
2017-05-03,mobile web,internal,1716815
2017-05-03,mobile web,none,2758013
2017-05-04,desktop,external,115465
2017-05-04,desktop,external (search engine),3579650
2017-05-04,desktop,internal,2323014
2017-05-04,desktop,none,994391
2017-05-04,mobile app,none,343835
2017-05-04,mobile web,external,62669
2017-05-04,mobile web,external (search engine),5095339
2017-05-04,mobile web,internal,1740421
2017-05-04,mobile web,none,2788923
2017-05-05,desktop,external,100205
2017-05-05,desktop,external (search engine),3164689
2017-05-05,desktop,internal,2287717
2017-05-05,desktop,none,939070
2017-05-05,mobile app,none,325186
2017-05-05,mobile web,external,54789
2017-05-05,mobile web,external (search engine),4648450
2017-05-05,mobile web,internal,1593259
2017-05-05,mobile web,none,2578820
2017-05-06,desktop,external,95245
2017-05-06,desktop,external (search engine),2585241
2017-05-06,desktop,internal,1967237
2017-05-06,desktop,none,881576
2017-05-06,mobile app,none,387281
2017-05-06,mobile web,external,57560
2017-05-06,mobile web,external (search engine),5296710
2017-05-06,mobile web,internal,1866342
2017-05-06,mobile web,none,2909743
2017-05-07,desktop,external,101479
2017-05-07,desktop,external (search engine),2800526
2017-05-07,desktop,internal,2152985
2017-05-07,desktop,none,952388
2017-05-07,mobile app,none,444636
2017-05-07,mobile web,external,66654
2017-05-07,mobile web,external (search engine),6042591
2017-05-07,mobile web,internal,2127417
2017-05-07,mobile web,none,3199238
2017-05-08,desktop,external,118864
2017-05-08,desktop,external (search engine),3712177
2017-05-08,desktop,internal,2570257
2017-05-08,desktop,none,1113087
2017-05-08,mobile app,none,356361
2017-05-08,mobile web,external,68279
2017-05-08,mobile web,external (search engine),5032764
2017-05-08,mobile web,internal,1749375
2017-05-08,mobile web,none,2797581
2017-05-09,desktop,external,119655
2017-05-09,desktop,external (search engine),3604470
2017-05-09,desktop,internal,2277788
2017-05-09,desktop,none,993709
2017-05-09,mobile app,none,350966
2017-05-09,mobile web,external,67497
2017-05-09,mobile web,external (search engine),5086650
2017-05-09,mobile web,internal,1710802
2017-05-09,mobile web,none,2751723
2017-05-10,desktop,external,113186
2017-05-10,desktop,external (search engine),3535899
2017-05-10,desktop,internal,2348475
2017-05-10,desktop,none,1005270
2017-05-10,mobile app,none,338689
2017-05-10,mobile web,external,60943
2017-05-10,mobile web,external (search engine),4879727
2017-05-10,mobile web,internal,1666764
2017-05-10,mobile web,none,2758107
2017-05-11,desktop,external,116799
2017-05-11,desktop,external (search engine),3537910
2017-05-11,desktop,internal,2309211
2017-05-11,desktop,none,1118125
2017-05-11,mobile app,none,345534
2017-05-11,mobile web,external,61898
2017-05-11,mobile web,external (search engine),4912952
2017-05-11,mobile web,internal,1685530
2017-05-11,mobile web,none,2743699
2017-05-12,desktop,external,108197
2017-05-12,desktop,external (search engine),3189907
2017-05-12,desktop,internal,2178307
2017-05-12,desktop,none,971685
2017-05-12,mobile app,none,336537
2017-05-12,mobile web,external,56758
2017-05-12,mobile web,external (search engine),4693371
2017-05-12,mobile web,internal,1604046
2017-05-12,mobile web,none,2600298
2017-05-13,desktop,external,89784
2017-05-13,desktop,external (search engine),2339707
2017-05-13,desktop,internal,1705225
2017-05-13,desktop,none,829798
2017-05-13,mobile app,none,365563
2017-05-13,mobile web,external,57726
2017-05-13,mobile web,external (search engine),4968176
2017-05-13,mobile web,internal,1707846
2017-05-13,mobile web,none,2678946
2017-05-14,desktop,external,92677
2017-05-14,desktop,external (search engine),2488619
2017-05-14,desktop,internal,1787754
2017-05-14,desktop,none,808860
2017-05-14,mobile app,none,409552
2017-05-14,mobile web,external,58025
2017-05-14,mobile web,external (search engine),5525584
2017-05-14,mobile web,internal,1953990
2017-05-14,mobile web,none,2999994
2017-05-15,desktop,external,113077
2017-05-15,desktop,external (search engine),3607584
2017-05-15,desktop,internal,2383728
2017-05-15,desktop,none,1432033
2017-05-15,mobile app,none,341235
2017-05-15,mobile web,external,55161
2017-05-15,mobile web,external (search engine),4829162
2017-05-15,mobile web,internal,1666466
2017-05-15,mobile web,none,2756705
2017-05-16,desktop,external,116126
2017-05-16,desktop,external (search engine),3590913
2017-05-16,desktop,internal,2326310
2017-05-16,desktop,none,1694674
2017-05-16,mobile app,none,337131
2017-05-16,mobile web,external,57721
2017-05-16,mobile web,external (search engine),4856552
2017-05-16,mobile web,internal,1613480
2017-05-16,mobile web,none,2686661
2017-05-17,desktop,external,115581
2017-05-17,desktop,external (search engine),3497528
2017-05-17,desktop,internal,2301185
2017-05-17,desktop,none,1689454
2017-05-17,mobile app,none,329427
2017-05-17,mobile web,external,61665
2017-05-17,mobile web,external (search engine),4856931
2017-05-17,mobile web,internal,1572994
2017-05-17,mobile web,none,2655739
2017-05-18,desktop,external,113120
2017-05-18,desktop,external (search engine),3570770
2017-05-18,desktop,internal,2289673
2017-05-18,desktop,none,1242076
2017-05-18,mobile app,none,333444
2017-05-18,mobile web,external,58346
2017-05-18,mobile web,external (search engine),4925282
2017-05-18,mobile web,internal,1582632
2017-05-18,mobile web,none,2657230
2017-05-19,desktop,external,155057
2017-05-19,desktop,external (search engine),3334856
2017-05-19,desktop,internal,2205469
2017-05-19,desktop,none,1049007
2017-05-19,mobile app,none,336465
2017-05-19,mobile web,external,56806
2017-05-19,mobile web,external (search engine),4813063
2017-05-19,mobile web,internal,1616335
2017-05-19,mobile web,none,2631438
2017-05-20,desktop,external,114128
2017-05-20,desktop,external (search engine),2503175
2017-05-20,desktop,internal,1781017
2017-05-20,desktop,none,963344
2017-05-20,mobile app,none,368828
2017-05-20,mobile web,external,58408
2017-05-20,mobile web,external (search engine),4994638
2017-05-20,mobile web,internal,1733208
2017-05-20,mobile web,none,2755932
2017-05-21,desktop,external,96089
2017-05-21,desktop,external (search engine),2642190
2017-05-21,desktop,internal,1915650
2017-05-21,desktop,none,991428
2017-05-21,mobile app,none,418242
2017-05-21,mobile web,external,65606
2017-05-21,mobile web,external (search engine),5618239
2017-05-21,mobile web,internal,1964082
2017-05-21,mobile web,none,3018567
2017-05-22,desktop,external,123452
2017-05-22,desktop,external (search engine),3800390
2017-05-22,desktop,internal,2391678
2017-05-22,desktop,none,1130713
2017-05-22,mobile app,none,345209
2017-05-22,mobile web,external,61322
2017-05-22,mobile web,external (search engine),5078598
2017-05-22,mobile web,internal,1639687
2017-05-22,mobile web,none,2710733
2017-05-23,desktop,external,118424
2017-05-23,desktop,external (search engine),3774272
2017-05-23,desktop,internal,2377172
2017-05-23,desktop,none,1043235
2017-05-23,mobile app,none,356919
2017-05-23,mobile web,external,62738
2017-05-23,mobile web,external (search engine),5341247
2017-05-23,mobile web,internal,1726763
2017-05-23,mobile web,none,2782935
2017-05-24,desktop,external,110345
2017-05-24,desktop,external (search engine),3630569
2017-05-24,desktop,internal,2211047
2017-05-24,desktop,none,1073510
2017-05-24,mobile app,none,343154
2017-05-24,mobile web,external,60376
2017-05-24,mobile web,external (search engine),5067972
2017-05-24,mobile web,internal,1630115
2017-05-24,mobile web,none,2700412
2017-05-25,desktop,external,113098
2017-05-25,desktop,external (search engine),3572835
2017-05-25,desktop,internal,2229774
2017-05-25,desktop,none,1001644
2017-05-25,mobile app,none,335215
2017-05-25,mobile web,external,57734
2017-05-25,mobile web,external (search engine),4935831
2017-05-25,mobile web,internal,1607760
2017-05-25,mobile web,none,2629714
2017-05-26,desktop,external,101231
2017-05-26,desktop,external (search engine),3186203
2017-05-26,desktop,internal,2106091
2017-05-26,desktop,none,985825
2017-05-26,mobile app,none,329342
2017-05-26,mobile web,external,54943
2017-05-26,mobile web,external (search engine),4694015
2017-05-26,mobile web,internal,1555260
2017-05-26,mobile web,none,2526702
2017-05-27,desktop,external,86830
2017-05-27,desktop,external (search engine),2290801
2017-05-27,desktop,internal,1654498
2017-05-27,desktop,none,844734
2017-05-27,mobile app,none,349828
2017-05-27,mobile web,external,54472
2017-05-27,mobile web,external (search engine),4688329
2017-05-27,mobile web,internal,1651159
2017-05-27,mobile web,none,2584748
2017-05-28,desktop,external,89321
2017-05-28,desktop,external (search engine),2508111
2017-05-28,desktop,internal,1780657
2017-05-28,desktop,none,869057
2017-05-28,mobile app,none,401964
2017-05-28,mobile web,external,56122
2017-05-28,mobile web,external (search engine),5454336
2017-05-28,mobile web,internal,1904361
2017-05-28,mobile web,none,2920113
2017-05-29,desktop,external,115902
2017-05-29,desktop,external (search engine),3739328
2017-05-29,desktop,internal,2380049
2017-05-29,desktop,none,1021412
2017-05-29,mobile app,none,341136
2017-05-29,mobile web,external,73865
2017-05-29,mobile web,external (search engine),5000094
2017-05-29,mobile web,internal,1651721
2017-05-29,mobile web,none,2617053
2017-05-30,desktop,external,111942
2017-05-30,desktop,external (search engine),3626766
2017-05-30,desktop,internal,2365079
2017-05-30,desktop,none,1021535
2017-05-30,mobile app,none,337368
2017-05-30,mobile web,external,76995
2017-05-30,mobile web,external (search engine),4864238
2017-05-30,mobile web,internal,1618269
2017-05-30,mobile web,none,2639678
2017-05-31,desktop,external,106998
2017-05-31,desktop,external (search engine),3473236
2017-05-31,desktop,internal,2285562
2017-05-31,desktop,none,999155
2017-05-31,mobile app,none,325900
2017-05-31,mobile web,external,56161
2017-05-31,mobile web,external (search engine),4692270
2017-05-31,mobile web,internal,1562259
2017-05-31,mobile web,none,2553353
2017-06-01,desktop,external,105128
2017-06-01,desktop,external (search engine),3074135
2017-06-01,desktop,internal,2191040
2017-06-01,desktop,none,1025611
2017-06-01,mobile app,none,306810
2017-06-01,mobile web,external,52126
2017-06-01,mobile web,external (search engine),4329149
2017-06-01,mobile web,internal,1505226
2017-06-01,mobile web,none,2371215
2017-06-02,desktop,external,87785
2017-06-02,desktop,external (search engine),2501154
2017-06-02,desktop,internal,1842913
2017-06-02,desktop,none,913306
2017-06-02,mobile app,none,376989
2017-06-02,mobile web,external,60414
2017-06-02,mobile web,external (search engine),5015646
2017-06-02,mobile web,internal,1862151
2017-06-02,mobile web,none,2773920
2017-06-03,desktop,external,80768
2017-06-03,desktop,external (search engine),2229694
2017-06-03,desktop,internal,1671246
2017-06-03,desktop,none,800491
2017-06-03,mobile app,none,381830
2017-06-03,mobile web,external,59057
2017-06-03,mobile web,external (search engine),5155256
2017-06-03,mobile web,internal,1768034
2017-06-03,mobile web,none,2782161
2017-06-04,desktop,external,88138
2017-06-04,desktop,external (search engine),2618250
2017-06-04,desktop,internal,1913274
2017-06-04,desktop,none,871510
2017-06-04,mobile app,none,430513
2017-06-04,mobile web,external,63155
2017-06-04,mobile web,external (search engine),5861665
2017-06-04,mobile web,internal,2069921
2017-06-04,mobile web,none,3089320
2017-06-05,desktop,external,109429
2017-06-05,desktop,external (search engine),3780047
2017-06-05,desktop,internal,2406506
2017-06-05,desktop,none,1096878
2017-06-05,mobile app,none,357382
2017-06-05,mobile web,external,64041
2017-06-05,mobile web,external (search engine),5153171
2017-06-05,mobile web,internal,1774547
2017-06-05,mobile web,none,2749800
2017-06-06,desktop,external,116159
2017-06-06,desktop,external (search engine),3775623
2017-06-06,desktop,internal,2517058
2017-06-06,desktop,none,1047203
2017-06-06,mobile app,none,360729
2017-06-06,mobile web,external,70994
2017-06-06,mobile web,external (search engine),5086485
2017-06-06,mobile web,internal,1755515
2017-06-06,mobile web,none,2750117
2017-06-07,desktop,external,109343
2017-06-07,desktop,external (search engine),3527519
2017-06-07,desktop,internal,2323473
2017-06-07,desktop,none,1095441
2017-06-07,mobile app,none,337451
2017-06-07,mobile web,external,59555
2017-06-07,mobile web,external (search engine),4660676
2017-06-07,mobile web,internal,1629326
2017-06-07,mobile web,none,2609391
2017-06-08,desktop,external,102590
2017-06-08,desktop,external (search engine),3331075
2017-06-08,desktop,internal,2239436
2017-06-08,desktop,none,943795
2017-06-08,mobile app,none,326754
2017-06-08,mobile web,external,53414
2017-06-08,mobile web,external (search engine),4479335
2017-06-08,mobile web,internal,1551204
2017-06-08,mobile web,none,2421817
2017-06-09,desktop,external,103278
2017-06-09,desktop,external (search engine),3117084
2017-06-09,desktop,internal,2381873
2017-06-09,desktop,none,981492
2017-06-09,mobile app,none,321307
2017-06-09,mobile web,external,62017
2017-06-09,mobile web,external (search engine),4272012
2017-06-09,mobile web,internal,1525285
2017-06-09,mobile web,none,2387406
2017-06-10,desktop,external,89658
2017-06-10,desktop,external (search engine),2325927
2017-06-10,desktop,internal,1702262
2017-06-10,desktop,none,746379
2017-06-10,mobile app,none,349713
2017-06-10,mobile web,external,59890
2017-06-10,mobile web,external (search engine),4535886
2017-06-10,mobile web,internal,1666889
2017-06-10,mobile web,none,2522590
2017-06-11,desktop,external,89143
2017-06-11,desktop,external (search engine),2459090
2017-06-11,desktop,internal,1783908
2017-06-11,desktop,none,785493
2017-06-11,mobile app,none,412943
2017-06-11,mobile web,external,64556
